City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chennai,22-01-2024,80.6,590.7,35.4,97.9,78.8,20.7,4.94,68,40.6,19.71,0.01,7.72,198.1,Satisfactory
Kolkata,22-01-2024,333.8,445.8,145.8,94.1,157.7,32.9,3,40.7,161.4,19.68,11.42,6.55,166,Very Poor
Bangalore,22-01-2024,157.3,119.8,129.7,58,51.4,7.5,6.05,58,7.5,13.13,25.47,1.24,226.6,Moderate
Delhi,23-01-2024,312,560.8,81,115.1,1.5,21.7,1,32.7,3.9,16.07,10.69,4.59,258.8,Moderate
Mumbai,23-01-2024,300.2,468.1,74.7,1.4,23.9,7.5,7.05,84.6,8.5,9.07,22.1,5.28,151,Severe
Chennai,23-01-2024,310.5,497,17.8,47.6,73.6,12.1,1.98,96,40.8,6.32,14.9,6.63,234.5,Severe
Kolkata,23-01-2024,217.6,477.1,190.1,33.8,183.4,26.9,3.85,62.2,92,7.5,0.89,9.37,397.4,Very Poor
Bangalore,23-01-2024,88.3,434.7,128.9,18.3,37.3,11.3,6.82,85,132.2,9.53,15.05,0.24,34.5,Poor
Delhi,24-01-2024,215.7,471.7,42.1,88.7,97.9,33.3,3.84,97.7,141.5,18.93,4.82,8.23,307.3,Satisfactory
Mumbai,24-01-2024,6.2,453.5,140.1,111.3,140.2,5.6,9.27,40.7,16.8,7.28,12.11,7.59,390,Good
Chennai,24-01-2024,20.6,193.6,159.9,95,218.4,29.6,0.08,35.6,35.2,4.62,17.05,1.38,264,Good
Kolkata,24-01-2024,12.5,145.9,8.1,0.8,145.3,49.8,6.78,90.1,138.8,8.36,28.57,8.59,375.5,Good
Bangalore,24-01-2024,233,448.5,42.9,35.8,245,29.8,3.67,62.2,82.9,2.26,18.58,6.87,455,Very Poor
Delhi,25-01-2024,447.5,244.3,165.1,91.3,66.6,25.9,3.75,48.3,146.5,3.26,23.09,3.87,76.6,Good
Mumbai,25-01-2024,218.7,218.3,128.8,42.5,33,39.7,5.84,81.5,91.2,3.25,18.81,9.93,303.8,Good
Chennai,25-01-2024,160.2,350.5,43.2,137,81,9.8,1.72,77.3,113.9,17.16,2.77,9.34,173.4,Severe
Kolkata,25-01-2024,483.6,116.3,177,41,141.5,41.2,1.37,91.7,185.4,6.83,20.67,2.9,250.8,Moderate
Bangalore,25-01-2024,95,296.7,160,62.6,129.5,15.9,5.68,9.2,5,3.67,26.01,5.21,254,Moderate
Delhi,26-01-2024,200.3,592,163.6,7.7,245.7,20.9,6.54,72.6,64.4,4.4,22.92,4.35,298.9,Very Poor
Mumbai,26-01-2024,290.7,177,151.8,29.9,163.2,1.6,2.35,63.4,73.4,10.79,13.25,7.09,367,Severe
Chennai,26-01-2024,418.6,489.5,36,127.8,130.2,15,8.47,35.3,17.1,4.31,4.58,4.2,270.5,Good
Kolkata,26-01-2024,283.3,169.2,191.9,4.4,201.7,18.7,5.35,55.6,28.3,14.55,25.86,7.13,147.8,Moderate
Bangalore,26-01-2024,70.1,61.2,93.4,58.2,235.9,21.6,0.59,87.8,172.5,2.25,26.66,2.32,176,Satisfactory
Delhi,27-01-2024,351.9,376.9,143.4,7,169.5,9.9,4.34,1.3,2.4,6.12,20.75,0.79,88.5,Poor
Mumbai,27-01-2024,81.9,547,195.1,132.6,32,17.9,7.13,62.6,157.5,12.75,21.13,3.81,95.2,Very Poor
Chennai,27-01-2024,70.9,48.1,145.5,48.1,66.5,46.6,4.21,13.1,139.8,9.94,13.55,9.62,479.7,Very Poor
Kolkata,27-01-2024,488.6,182.1,121.1,142.9,216.7,4.2,0.37,55.4,66.6,7.39,14.42,3.41,446.7,Poor
Bangalore,27-01-2024,424.2,107.9,194,123.6,165.7,1,8.18,82.3,174.2,7.07,3.94,8.83,390.5,Moderate
Delhi,28-01-2024,42.4,518.6,93.3,35.6,234.1,7.2,7.59,27.2,171.7,8.76,2.41,0.19,292.9,Poor
Mumbai,28-01-2024,82.5,403.3,174.5,21.9,105.2,36.1,6.58,99.6,127.7,2.04,6.3,0.01,331.9,Severe
Chennai,28-01-2024,408.2,354.1,86.6,146.4,164.3,39.7,1.05,76.5,43.2,11.92,18.03,7.88,109.4,Good
Kolkata,28-01-2024,402.5,69.8,111.6,35.3,36.1,20.5,5,31.9,118.6,11.68,0.04,4.34,478.5,Severe
Bangalore,28-01-2024,83.5,60.5,36.7,99.7,22.5,22.9,2.91,39.8,92.3,15.54,16.23,1.91,98.1,Satisfactory
Delhi,29-01-2024,21.6,320.2,38.8,13.4,163.7,18.2,5.87,61.2,110.1,16.26,14.85,6.55,363,Poor
Mumbai,29-01-2024,410.4,561.4,20.6,98.3,34.7,11.4,7.24,7.8,6.4,7.25,25.04,7.91,410.4,Satisfactory
Chennai,29-01-2024,314.8,10.2,109.2,67.9,32.7,27,9.33,13.3,30,14.56,24.84,5.51,449.7,Satisfactory
Kolkata,29-01-2024,198.4,21.2,112.8,24.7,182,23.7,1.12,73.4,132,7.91,21.54,0.03,400.3,Good
Bangalore,29-01-2024,365.4,476,164.2,149.5,59.6,1.4,9.65,35.2,93.4,2.2,13.99,2.73,251.8,Good
Delhi,30-01-2024,255.4,164.1,106.2,64,68.6,16.1,1.3,4.5,24,16.42,5.39,8.95,117.6,Very Poor
Mumbai,30-01-2024,22.8,169.8,76.1,101.3,175.2,30.1,6.18,73,131.4,13.19,19.89,4.57,442.2,Severe
Chennai,30-01-2024,10.5,138.9,21.2,35.4,91,8.7,5.5,29.1,100.3,14.54,0.34,8.43,479.6,Moderate
Kolkata,30-01-2024,43.7,30.2,74.2,88.8,167.6,47.9,1.94,23.2,2.5,9.99,19.36,2.45,199.7,Satisfactory
Bangalore,30-01-2024,331.2,228.9,84.9,126.1,244.2,26.9,7.71,84.8,0.6,10.24,7.44,8.05,382.3,Satisfactory
Delhi,31-01-2024,160.2,372.8,121.3,102.7,81.9,48.1,9.77,53.4,45.4,11.13,4.95,8.84,412.4,Severe
Mumbai,31-01-2024,145.4,38.4,118.5,35.6,200.1,22.1,2.87,33.2,115.4,11.33,16.94,1.1,276.6,Good
Chennai,31-01-2024,383.2,461.8,74.1,145.6,35,13.8,8.89,87.1,96.6,13.54,22.77,5.78,76.1,Poor
Kolkata,31-01-2024,327.1,587.9,186.1,136.8,57.4,0.7,7.97,24.8,109.9,7.91,15.18,4.21,314.7,Good
Bangalore,31-01-2024,284.7,192.7,179.7,94.8,225.8,27.1,1.92,7.3,57.3,11.33,24.94,2.99,47.4,Severe
Delhi,01-02-2024,154.5,186.1,191.3,63,105.7,40.3,6.76,49.8,79,17.12,20.46,7.98,294.9,Severe
Mumbai,01-02-2024,204.8,161.4,194.6,41.3,62.5,25.5,4.17,36.3,94.9,16,29.56,9.95,386.7,Severe
Chennai,01-02-2024,229.5,350.3,169.3,95.2,81.3,7.2,4.93,65.7,143.3,5.22,14.54,8.82,324.8,Satisfactory
Kolkata,01-02-2024,225.7,302.8,160.9,85.9,216,11.8,9.6,36.8,152.9,9.61,21.32,1.14,453.7,Severe
Bangalore,01-02-2024,234.2,411.2,52.4,111.6,136.8,18.7,0.72,80.3,186.8,8.83,14.85,1.67,484.9,Good
Delhi,02-02-2024,189.1,129.9,120,97.7,137.3,5.4,3.58,6.6,177.2,12.74,19.55,6.66,234.7,Severe
Mumbai,02-02-2024,289.9,254.2,147.1,104.2,133.9,48.7,7.76,95.8,192.9,16.76,2.2,5.37,396.6,Poor
Chennai,02-02-2024,249.7,507.4,44,84.3,228.7,16.2,8.37,16.6,100.1,14.22,24.67,0.95,274.8,Moderate
Kolkata,02-02-2024,304.7,231,115.8,43,8.1,10.6,9.85,22.2,31.7,14.12,9.3,0.03,344,Very Poor
Bangalore,02-02-2024,260,168,3.4,8.4,185.4,10.8,2.57,86.1,149.7,4.24,17.42,6.87,295.3,Severe
Delhi,03-02-2024,314.4,206.9,106.1,125.1,225.1,43.9,0.32,59.6,150.1,19.67,17.7,2.03,313.2,Moderate
Mumbai,03-02-2024,234.1,116.4,128,141.5,16.4,25.3,5.67,76.8,165.4,14,19.35,2.33,362.6,Severe
Chennai,03-02-2024,221.6,3.6,13.9,57.4,240.6,19.4,1.86,55.2,193.7,13.1,16.78,4.45,7.3,Good
Kolkata,03-02-2024,314.1,270.6,47.5,19.6,184.3,11.5,1.2,31.1,34.6,3.42,23.16,8.21,340.2,Poor
Bangalore,03-02-2024,175.5,558,87.6,74.2,219.4,2,0.57,68.8,16.5,10.7,15.97,5.09,21.6,Severe
Delhi,04-02-2024,435.9,61.4,145.9,133.4,198.5,35.4,9.15,74.8,188.4,1.67,4.47,6.06,338.9,Satisfactory
Mumbai,04-02-2024,472,494.3,15.9,9.8,103.3,31.7,4.11,29.8,195.7,15.07,22.37,3.48,213.8,Severe
Chennai,04-02-2024,39.5,398.6,87.3,124,48.8,47.4,7.45,96.8,27.1,8.13,6.79,7.32,332.2,Moderate
Kolkata,04-02-2024,169.8,113.5,8.1,103.3,203.5,34.3,2.8,74.4,10.6,4.8,9.1,7.34,327.3,Severe
Bangalore,04-02-2024,224.6,295.6,40,102.8,56.9,18.3,0.96,85.5,188.5,11.55,25.61,7.81,392.6,Good
Delhi,05-02-2024,216.2,144.7,48.1,130.9,123.8,9.1,1.58,79.1,164,15.74,14.01,9.64,344.6,Satisfactory
Mumbai,05-02-2024,169.2,545.8,25.4,93.5,140.9,16.6,0.23,93.2,116,4.29,16.32,4.92,232.4,Good
Chennai,05-02-2024,243.2,180.2,141.7,50.9,218.4,11,2,65.3,168.5,13.44,3.06,5.66,20.3,Good
Kolkata,05-02-2024,403.2,127,191.9,26.6,244.7,41.6,1.14,73.4,134.6,9.35,10.35,5.74,203,Very Poor
Bangalore,05-02-2024,15.8,327.2,114.8,27.8,53.7,9.8,3.72,74.9,102.6,19.16,27.55,6.47,279.5,Very Poor
Delhi,06-02-2024,132.2,316.1,128.5,17.9,85.6,15.3,1.45,68.4,111,0.53,14.61,1.51,114.8,Very Poor
Mumbai,06-02-2024,446.8,228,155.6,23.8,150.5,26.8,6.12,20.2,93.2,5.41,18.07,0.85,446.8,Good
Chennai,06-02-2024,90.6,476.4,157.4,21.7,72,9.3,4.95,71.1,191.3,18.19,26.89,9.64,159.9,Satisfactory
Kolkata,06-02-2024,21.2,590.6,26,136.1,38.1,16.1,9.31,45.7,78.6,6.82,2.53,9.52,113.7,Poor
Bangalore,06-02-2024,81.5,18.9,68.6,140.2,26.9,5.5,1.79,22.3,67.8,11.35,4.23,7.14,424.3,Satisfactory
Delhi,07-02-2024,87.6,541.9,49.8,79.3,104.5,0.9,1.07,3.1,13.4,8.83,15.72,5.06,155.7,Good
Mumbai,07-02-2024,28.1,458.8,134.1,18,50.8,40.5,0.61,87.8,52.2,16.74,22.56,9.73,447.2,Satisfactory
Chennai,07-02-2024,496.6,492.7,121.4,88.7,61.3,31.1,7.65,76.1,86.5,0.25,12.34,4.43,447.6,Very Poor
Kolkata,07-02-2024,27.9,418.7,174.3,84.7,214.7,13.6,8.3,17.3,99.7,9.09,12.26,5.6,223.8,Very Poor
Bangalore,07-02-2024,286.9,88.2,25.9,128.4,168.5,11,9.1,38.7,25.8,10.29,16.49,5.25,176.2,Good
Delhi,08-02-2024,236.4,177,120.3,26.9,69.7,14.9,4.03,67.1,199.2,0.07,25.79,4.05,342,Severe
Mumbai,08-02-2024,204.5,2,129.2,127.7,124.8,47.8,1.45,43.5,164,0.85,7.27,9.3,110.8,Very Poor
Chennai,08-02-2024,276.1,244.6,53.3,71.2,60.8,16.9,3.41,31.3,34.1,14.95,21.36,7.67,17,Very Poor
Kolkata,08-02-2024,415.8,200.9,174.7,68.8,35,46.8,6.4,20.6,36,4.71,26.92,3.01,268.2,Very Poor
Bangalore,08-02-2024,7.2,489,19.6,96.7,72.1,15.8,4.01,68,189.8,16.83,2.51,8.16,172.5,Good
Delhi,09-02-2024,192.9,481.1,93.9,9.7,126,48.7,2.97,95.2,188.4,4.53,22.44,8.31,296,Moderate
Mumbai,09-02-2024,62.4,249.7,125.6,54.9,105.6,6.5,3.65,75.9,102.1,7.87,23.03,0.51,31.7,Moderate
Chennai,09-02-2024,18.7,230.5,28.2,97,75.2,40.9,7.12,70.9,77.1,14.91,6.23,7.33,339.2,Severe
Kolkata,09-02-2024,346.1,396.9,176.8,79.2,99.7,8.2,9.57,59.6,189.8,1.61,20.54,3.04,300.8,Satisfactory
Bangalore,09-02-2024,28.6,139.3,126.3,11.5,102.8,6.7,1.67,67.5,166.7,19.7,7.41,6.87,141.6,Severe
Delhi,10-02-2024,165.8,157.6,168.3,27.8,205.5,22.1,9.64,11.2,39.3,12.04,17.76,7.75,260.5,Good
Mumbai,10-02-2024,77.3,377.7,1.4,12.1,138,26.6,6.9,86.6,172.3,7.53,17.23,3.12,99.1,Poor
Chennai,10-02-2024,69,420.4,36.2,136.7,212.9,29.6,2.03,78.8,194.8,5.7,7.22,4.7,68.4,Good
Kolkata,10-02-2024,168.4,176.3,150.1,2.1,158.8,27.4,4.54,2.8,24.4,9.02,2.94,6.65,51,Moderate
Bangalore,10-02-2024,171.4,512,63.6,106.8,148.6,40.7,9.17,90.7,11.7,14.49,18.24,1.91,22.5,Very Poor
Delhi,11-02-2024,20.8,277.3,191.7,17.3,11,45.6,7.03,70.4,76.9,0.48,19.01,5.33,289.7,Severe
Mumbai,11-02-2024,268.8,59.5,124.2,121.7,174.2,41.5,1.78,68.2,158.6,13.92,21.85,7.01,72.1,Good
Chennai,11-02-2024,48.7,313.8,15.4,58.6,90.5,23.3,3.62,4.9,57.8,6.09,29.14,5.61,486.9,Poor
Kolkata,11-02-2024,145.5,372.8,110.2,108.4,102.3,37,2.28,93.1,63.9,5.01,13.24,7.28,362.1,Moderate
Bangalore,11-02-2024,14.4,229.9,199.2,31.9,158.7,24.3,5.4,41.4,53.8,9.03,13.48,2.12,277.6,Severe
Delhi,12-02-2024,411.3,450,115.5,105.3,134.5,3.1,2.7,73.5,73.2,14.2,13.56,5.64,295.7,Poor
Mumbai,12-02-2024,415.4,143.4,171.1,69,196.6,34.3,2.32,77.4,197,4.95,29.85,3.73,358.6,Moderate
Chennai,12-02-2024,210,502.2,68.2,24,137.7,48.7,6.99,87.2,87.7,15.87,1.08,7.07,151.9,Very Poor
Kolkata,12-02-2024,0.8,343.5,33.4,113.2,158.8,25.7,8.23,70.1,39.8,16.52,22.33,6.84,433.6,Poor
Bangalore,12-02-2024,407,250.9,103.2,114.1,73.5,15,5.08,67.5,4.8,4.61,10.72,2.53,211.4,Moderate
Delhi,13-02-2024,288.9,302.8,36.3,124.6,185.6,7.4,5.65,81,92.9,7.42,11.07,3.02,328.6,Severe
Mumbai,13-02-2024,478,227.3,141,95.3,69.1,45.7,9.97,14,167.3,17.56,21.7,8.25,474.6,Good
Chennai,13-02-2024,332.9,86.9,161.4,41.1,202.3,13.1,5.49,4.6,112.9,7.27,17.07,9.81,246.4,Satisfactory
Kolkata,13-02-2024,205.3,506.7,84.1,8.3,55.1,13.4,9.87,68.7,60,17.42,22.86,4.48,369.9,Very Poor
Bangalore,13-02-2024,471,110.7,9.2,5.2,238,5.6,6.83,14.6,186.4,16.2,22.74,9.3,424.1,Severe
Delhi,14-02-2024,129.6,543.5,192.1,87.9,148.9,43.8,5.43,30.5,109.4,18.22,17.16,7.64,330.3,Good
Mumbai,14-02-2024,179.7,295.8,162.4,38.1,47.1,43.9,0.29,4,82.1,1.54,25.41,7.1,447.1,Moderate
Chennai,14-02-2024,394.7,124,191.4,7,84.6,7.8,2.66,80.3,57.5,18.98,14.52,8.78,225.4,Good
Kolkata,14-02-2024,31.7,346.4,110.3,7.2,88.7,35.6,8.59,7.6,46.7,1.85,25.48,1.92,87,Satisfactory
Bangalore,14-02-2024,388.6,322.6,26.6,40.8,63.5,26.6,3.85,11.8,165.2,8.18,6.69,1.37,478.3,Poor
Delhi,15-02-2024,210.6,103,40.2,127.3,68,41.4,0.3,15.4,195.6,19.17,15.75,2.1,116.8,Severe
Mumbai,15-02-2024,378.5,184.8,109.4,58,14.3,22.2,7.04,61.9,170.7,18.09,6.07,0.64,148.7,Poor
Chennai,15-02-2024,387.8,263.9,49.9,128.1,166.2,18.8,5.6,94.4,164.4,18.69,22.45,9.14,327.2,Severe
Kolkata,15-02-2024,242.4,88.1,146.3,79.4,224.9,28,0.8,41.6,51.6,2.19,14.29,4.93,374.1,Moderate
Bangalore,15-02-2024,483.9,8.6,74.9,93.5,37.7,41.9,8.45,64.8,50.2,11.74,15,9.21,29,Poor
Delhi,16-02-2024,161.8,523.6,12.6,59.1,63.9,38.1,6.33,70,179,7.1,13.14,4.65,299.9,Poor
Mumbai,16-02-2024,34.4,440.2,198.4,15.1,209.9,7.2,5.8,93.3,18.4,3.51,13.52,5.28,48.7,Very Poor
Chennai,16-02-2024,450.5,39.5,149.8,4.8,124.7,46.3,8.56,11.7,159.3,9.77,21.96,0.27,409.8,Moderate
Kolkata,16-02-2024,271.8,312.1,120.8,14.5,233.5,12.1,7.93,22.4,56.6,12.9,3.1,3.99,348.4,Poor
Bangalore,16-02-2024,93.3,438.4,27,71.1,151.1,11.6,5.57,89.1,146.2,18.15,22.99,4.69,157.2,Severe
Delhi,17-02-2024,143.9,167.9,9.7,21.1,6.7,2,5.84,68.8,175.6,0.32,1.38,7.61,167.2,Moderate
Mumbai,17-02-2024,88.1,412.7,28.9,126.2,179.4,42.5,2.21,79.5,123.7,11.47,8.28,3.26,114.1,Satisfactory
Chennai,17-02-2024,389.2,38.5,115.2,149.3,131.1,19.4,3.45,28.2,32,8.36,16.43,2.72,183.7,Very Poor
Kolkata,17-02-2024,357.9,423.7,146.2,20.5,198.6,38.8,8.1,95.1,153.2,5.31,19.36,9.6,208.4,Poor
Bangalore,17-02-2024,50.2,578.3,127.9,135.8,115.1,14.2,3.59,81.8,1.8,4.45,14.97,9.38,273.8,Poor
Delhi,18-02-2024,292.3,202.6,183.6,27.4,82.9,37.9,4.11,7.1,195.8,6.19,5.12,1.03,271,Moderate
Mumbai,18-02-2024,276.3,100.5,126.9,82.2,120.5,1.9,5.64,29.4,138.5,1.98,20.4,2.39,431,Very Poor
Chennai,18-02-2024,471.5,562,64.5,126,182.8,11.3,3.28,75,193,18.94,19.78,3.19,72.2,Severe
Kolkata,18-02-2024,394,133.2,84.6,60.5,158,10.4,8.4,6.2,184.9,1.58,28.33,6.34,498.8,Satisfactory
Bangalore,18-02-2024,54.2,2.8,197.3,144.1,62.5,40.8,3.36,57.8,115.2,15.07,18.04,0.01,122.5,Severe
Delhi,19-02-2024,213.4,129.8,12.8,145.6,40.9,30.8,5.29,46.9,178.2,14.79,11.76,4.76,164.8,Satisfactory
Mumbai,19-02-2024,485.7,510.4,181.4,37.8,131.3,24,1.87,93.4,16.6,3.79,7.29,5.03,337.6,Satisfactory
Chennai,19-02-2024,407.1,531.1,74.9,48.1,2.8,19.5,7.35,85.2,156.6,1.05,17.97,8.29,427.2,Very Poor
Kolkata,19-02-2024,9.4,387.6,170.1,40.9,125.6,2.7,9.66,91.4,77.3,18.3,7.1,3.83,300.6,Moderate
Bangalore,19-02-2024,475.2,582.1,73.1,82.9,168.8,33.4,5.76,82.6,109.9,6.74,18.68,3.27,228,Moderate
Delhi,20-02-2024,441.5,274.9,100.9,76.2,63.2,4,3.14,44.1,160.2,6.76,21.75,4.7,43.4,Poor
Mumbai,20-02-2024,80.3,412.3,101.1,48.6,244.2,29.1,5.83,90.2,75.5,6.86,10.74,5.41,391.6,Satisfactory
Chennai,20-02-2024,85,459.3,105.5,53.1,16.7,12,1.02,99.1,175.6,11.2,20.94,9.78,226,Moderate
Kolkata,20-02-2024,383.1,83.5,106.9,60.3,37.3,15.2,9.2,54.4,5.3,1.23,22.52,4.99,113.9,Moderate
Bangalore,20-02-2024,241.7,24.3,4,47.3,240,37.9,2,4.9,4.9,16.28,13.46,8.45,141.6,Good
Delhi,21-02-2024,329.4,419,101.5,68.3,43.2,25.4,1.62,77.7,11.2,14.61,8.24,7.17,177.1,Satisfactory
Mumbai,21-02-2024,242.3,195.8,135.5,1.8,162.5,20.1,1.67,24.5,168.1,11.69,15.01,8.04,421,Satisfactory
Chennai,21-02-2024,103.8,452.8,166.5,23.1,106.6,37.7,5.08,43.3,128.9,15.04,27.44,8.62,329.6,Poor
Kolkata,21-02-2024,17,61.1,153.9,108.9,67.2,31.3,4.22,22,147.9,7.6,1.04,5.45,448.5,Satisfactory
Bangalore,21-02-2024,138.4,562.4,170.8,87.8,113.7,3.9,1.24,65,10,8.88,10,6.8,36.2,Severe
Delhi,22-02-2024,207.5,453.9,180.4,92.7,92.2,42.2,3.89,78.2,105.7,18.95,17.39,2.69,416.9,Poor
Mumbai,22-02-2024,349.1,563.9,28.1,122.8,24.6,24.8,8.06,26.4,70.2,16.03,19.96,1.56,56.1,Poor
Chennai,22-02-2024,464.9,113.5,73.8,124.8,101.4,12.6,7.59,56.1,53.3,13.35,8.79,6.73,374.9,Very Poor
Kolkata,22-02-2024,102.4,588.9,137.2,83.4,96,22.5,4.52,47.9,159.1,17.47,16.88,8.96,355,Moderate
Bangalore,22-02-2024,243.2,84.5,112.5,12.5,249.9,19.5,8.47,73.1,36.3,15.98,3.03,6.13,482.1,Very Poor
Delhi,23-02-2024,392,431.9,77.3,34.4,123.6,25.3,0.11,34.6,112.2,8.46,3.44,8.25,65,Satisfactory
Mumbai,23-02-2024,410.3,404.4,153.1,46.8,125.1,10.6,3.92,83.2,104.2,8.98,22.4,5.07,265,Very Poor
Chennai,23-02-2024,86.9,21.1,149.9,115.7,167.5,0.7,7.81,6.4,120.7,10.96,27.84,6.89,370.5,Satisfactory
Kolkata,23-02-2024,466.2,126.6,36.2,85.5,248.3,26,4.07,15.1,170.6,17.08,11.57,6.18,242,Poor
Bangalore,23-02-2024,365.4,396.1,22,41.4,14,5.6,6.68,50.7,154,13.72,9.7,0.94,314.3,Severe
Delhi,24-02-2024,163.7,347.6,99.5,15,201.8,49.1,4.32,50.8,184.1,10.51,25.39,0.6,121.3,Satisfactory
Mumbai,24-02-2024,70.6,103.6,54.7,53.2,200.3,4.1,4.92,8,23.4,2.36,8.47,2.8,455.1,Moderate
Chennai,24-02-2024,354.6,495.9,76.1,17.2,134.9,13.2,0.96,84.7,95.5,12.43,4.07,9.8,402.1,Very Poor
Kolkata,24-02-2024,435.8,446.1,186.2,92.8,242.5,5.7,6.07,90.9,188.4,12.83,18.44,8.11,216.6,Moderate
Bangalore,24-02-2024,456.1,120.2,32,142.9,229.9,15.9,0.26,13.4,54.8,9.3,14.37,9.71,266.9,Poor
Delhi,25-02-2024,357.3,362.2,15.8,106.2,86.3,15.5,8.18,87.4,94.6,6.73,27.85,4.49,46.7,Very Poor
Mumbai,25-02-2024,241.8,118.2,180.9,16.9,153.6,48.8,5.54,4.5,123.9,15.4,6.92,5.57,80.6,Poor
Chennai,25-02-2024,369,24.8,27.7,77.9,185.4,35.2,5.23,53.7,109,2.37,14.13,3.57,430.4,Severe
Kolkata,25-02-2024,60.6,406.9,93.1,40.1,245.5,3.3,4.46,63.2,102.9,13.16,16.88,0.08,251.5,Severe
Bangalore,25-02-2024,395.7,543.2,33.9,114.3,81.6,14.2,8.21,90.1,197,3.42,27.78,7.88,200.4,Poor
Delhi,26-02-2024,66.4,4.1,127.9,14.7,192,3.6,2.72,19.6,44.2,4.16,13.42,0.7,51.2,Good
Mumbai,26-02-2024,6.9,270.4,57.9,54.3,218.5,43.7,4.64,31.3,138.7,16.91,21.46,4.99,232,Poor
Chennai,26-02-2024,498.6,139.6,10.1,110,151.4,49.8,7.69,44.5,198.4,7.15,7.89,7.73,50.2,Satisfactory
Kolkata,26-02-2024,164.1,154.5,95.1,105.6,92,42.3,2.54,51.7,63.2,8.75,22.48,6.32,189.4,Severe
Bangalore,26-02-2024,275.9,338.7,42.8,67.9,187,3,8.08,44.7,100.9,0.72,8.24,9.53,383.7,Satisfactory
Delhi,27-02-2024,476.9,285.2,53.1,41.6,100.5,6,4.16,57,86.3,0.32,8.84,3.8,287.3,Severe
Mumbai,27-02-2024,482.4,229.2,149.3,94.3,138.8,47.5,8.57,64.2,95.7,3.61,12.87,0.83,464.3,Satisfactory
Chennai,27-02-2024,3.3,557.3,38.9,78,108.1,8.8,5.06,2,36.2,15.29,1,0.3,226.6,Poor
Kolkata,27-02-2024,495.6,2.6,27.4,23.3,102.2,35.1,0.18,45.9,98.8,19.62,9.81,9.18,77.1,Severe
Bangalore,27-02-2024,344.8,26.1,43,132.9,108.1,47.3,9.95,31.7,50.6,3.47,25.87,6.29,367.4,Moderate
Delhi,28-02-2024,221.7,437.1,94.5,78.9,194.2,35.9,8.87,95.5,25.3,4.89,22.45,5.55,77.9,Very Poor
Mumbai,28-02-2024,152.9,435.7,30.1,45.7,117.9,4.5,0.66,14.5,7.5,15.26,4.96,9.33,409.7,Satisfactory
Chennai,28-02-2024,30.1,480,144.1,65,175.7,12.9,6.94,60.3,40.8,9.19,26.8,4.17,46.9,Satisfactory
Kolkata,28-02-2024,291.7,470.2,176.7,107.1,131.1,26.9,3.65,85.7,25.8,3.05,25.66,6.34,394.4,Severe
Bangalore,28-02-2024,229.4,138.6,147.4,144.5,165,29.6,0.87,86.3,195.8,12.92,15.5,1.13,258.7,Very Poor
Delhi,29-02-2024,317.7,489.5,41.6,62.7,167.4,23.1,7.31,87.2,120.9,10.41,22.76,7.14,146.1,Satisfactory
Mumbai,29-02-2024,14.3,472.1,105.6,142.9,219,16.1,3.83,19,31.6,11.15,19.17,1.42,223,Satisfactory
Chennai,29-02-2024,196.2,145.9,55.5,94.9,247.2,22.4,2.31,30.8,35.4,3.22,29.72,7.46,263.2,Severe
Kolkata,29-02-2024,251.3,387.1,76.6,121,13.5,40,9.5,32.5,24.5,2.73,26.99,5.25,467.4,Very Poor
Bangalore,29-02-2024,122.2,292,101.6,90.8,111.2,2.3,2.63,80.1,196.8,18.68,27.3,0.33,72.8,Very Poor
Delhi,01-03-2024,150.2,320.8,114.6,141.8,130.9,21.6,7.83,24.5,96,3.38,19.93,0.36,312,Good
Mumbai,01-03-2024,216.7,357.6,192.6,109.3,46.2,47.9,0.93,45.2,129.7,16.85,7.86,3.43,301.3,Severe
Chennai,01-03-2024,293.4,173.1,56.5,25,148.1,17.6,6.46,62.8,159.5,15.02,7.22,1.34,85.7,Satisfactory
Kolkata,01-03-2024,16,469.2,52.2,130.1,100.7,30,2.09,81.9,98.1,11.39,6.19,9.38,199,Poor
Bangalore,01-03-2024,157,533.6,38.7,116.2,213.1,10.8,4.08,99.7,137.8,6.9,14.73,3.84,129,Severe
Delhi,02-03-2024,277.8,114.2,158.1,115.2,157.4,43.2,9.6,46.5,4.2,2.29,8.4,1.53,406.2,Poor
Mumbai,02-03-2024,253.9,247,80.3,48.4,137,26,7.33,32.4,117.7,15.13,4.87,1.99,371.3,Poor
Chennai,02-03-2024,225.4,3.7,154.6,32.9,14.9,6.2,8.8,11.8,124.2,19.45,12.83,0.99,255.2,Moderate
Kolkata,02-03-2024,366.5,533.7,81.1,123.6,192,41.1,2.83,23.7,68.6,6.07,22.5,7.77,475.4,Very Poor
Bangalore,02-03-2024,348.2,58.1,85.9,82.9,8.7,4.1,1.88,80.4,159.4,12.84,22.63,6.66,218.9,Poor
Delhi,03-03-2024,62,190.6,87.5,42.7,31.8,10.9,2.29,88.6,60.1,16.12,15.86,2.51,26.4,Very Poor
Mumbai,03-03-2024,117.6,75.8,57.9,122.3,22.6,29.7,5.58,76.6,149.9,15.21,19.87,7.98,145.1,Very Poor
Chennai,03-03-2024,418.3,468.4,34.9,58.9,17.8,18.1,5.1,38,27.4,10.86,11.94,1.19,190.2,Good
